Title,reviews,stars
I’m thankful to Advance America and the…,I and advance America been together for at least 10 years maybe more and at all times there prompt fast and courteous i recommend to everyone if they need a loan.,5
I like the customer service and and the…,The representative was patient kind and knowledgeable.,4
Great Service 2022,Advance American has been quite the lifeline For me !,5
Tara was very helpful nice & polite,"Everyone there in the Kokomo, in office on Hoffer st, are extremely helpful and will go above the call of duty the help u, I was having a problem getting my bank statement this time due to my phone wouldn't let me download it. Worker solved the problem with my phone and we were able to proceed, above the call of duty!!!!",5
So fast and easy,"It's 1 of the best loan company I have dealt with in and out.Threase was very patient, energetic and really pleasant she is a good example of people that should be dealing with the public that's for making it so pleasant for me Threase keep up the outstanding work!",5
Was mowing the lawn and the mower…,Had a great experience with Lisa. Knew what she was doing and was professional about everything.,5
The lady was very nice and…,"Employees are a great help and very friendly,  accommodated me on what I needed",5
Great people,The process is easy to navigate except for finding the exact amount you want for your payday loan. The sliding bar is hard to set on an exact amount. I would like to see lower interest rates on the loans. (Perhaps for people who made a certain number of transactions and were never late on repayment. Show appreciation to repeat customers.),5
Wonderful costumer service,I love going into the office. Both ladies are very nice and friendly. They always help me out and are never rude. I would recommend going to these two ladies if your ever in need :),5
First time to visit here,Always good service! They always greet me with a smile and visit with me,5
The best,"I love the folks at Advance America!  The store is clean, positive, and cheerful.   The ladies who work there are always kind and treat everyone with kindness and respect.",4
When I came in for a loan the…,Getting a payday advance with this company is so easy and so is the pay back.  I love being able to do it all online.  Fast deposit into my account and they give you a few notices ahead of taking the payment back out of your account.,5
Courtesy,Love the quickness of your loan and easy application,5
The Clinton Mississippi office has kind…,"Very good communications, great customer service, easy to follow instructions.",5
Customer Service was excellent,Great service glad 😀 and proud of your service. Greg and Lori are great people. It’s always nice with me traveling now with my brother at a local insurance company it’s nice to have extra money in the bank account just in case. Thanks Bruce,5
I love the new online loans!,The representative was polite and pleasant. She was very helpful and went out I f her way to please. I had a wonderful experience.,5
